,HIVprevalence,perc_black,pctunins,log_household_income,state,intercept_mean,intercept_lower,intercept_upper,HIVprevalence_beta_mean,HIVprevalence_beta_lower,HIVprevalence_beta_upper,perc_black_beta_mean,perc_black_beta_lower,perc_black_beta_upper,pctunins_beta_mean,pctunins_beta_lower,pctunins_beta_upper,log_household_income_beta_mean,log_household_income_beta_lower,log_household_income_beta_upper,pred,actual,county_code
0,-0.28437759775750115,0.07771973645855242,-0.639097718318311,-0.9776285842521488,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,17.23882661797378,10.9,01001
1,-0.5007735695526976,-0.49254420963151313,-0.03952096037822654,0.14032965035118944,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,6.359470905271429,8.7,01003
2,-0.7414087005262521,-0.9876085144789326,-0.328971809038957,-0.9509492778873272,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,8.098031798450272,10.4,01009
3,1.3522925850246748,3.3927705879051966,1.0149071311715774,-2.4532934100747092,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,60.41445311654512,90.7,01011
4,-0.3346123769242432,0.23438565571406492,-0.26694662718308604,-0.276044536577307,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,13.239276818280088,10.3,01015
5,0.21234951931783616,1.4313132788261804,0.1465545851893859,-1.308411643214523,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,31.163399916908624,34.6,01017
6,-0.7270057218840393,-0.4612110257804106,0.5807308581804814,-1.1704274532921268,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,12.614032086077076,13.8,01021
7,-0.47969603983238623,-0.2857451962142366,0.0225042214776444,-1.2432005947857965,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,16.052889397327412,15.7,01039
8,-0.8109645486032796,-1.0126750615598146,0.37398025199424545,-0.6036614646336409,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,5.870123043054594,8.7,01043
9,-0.11610865215701563,0.17798592478208028,0.043179282096267924,-1.014249418343383,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,20.78973421298351,26.8,01045
10,0.3820236335663425,3.3050376731221096,0.16722964580800945,-1.1716080538579758,AL,15.243597758017767,13.278228593229189,17.149900643910144,12.522004201108397,8.479018054849268,16.838716139483402,3.4237998170178856,1.5406458800996206,5.350440111138453,1.2777809072841755,-1.4413509647091969,4.440979592192374,-6.24647895431427,-9.02361774487375,-3.489945623766352,38.87519458260522,17.8,01047
